"","OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","COMMENTS","REPORT_AC","GIS_ACRES","C_METHOD","OBJECTIVE","FIRE_NUM","Shape_Leng","Shape_Area"
"4495",4495,"1935","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,188.415,0,1,"00000609",3819.46476078,762486.775019
"4496",4496,"1935","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,3137.6,0,1,"00000605",21515.4858553,12697425.9763
"4497",4497,"1935","CA","USF","PNF",NA,"00000000",NA,NA,14,NA,0,339.701,0,1,"00000001",5312.56500583,1374721.78979
"4498",4498,"1935","CA","USF","SNF",NA,"00000000",NA,NA,1,NA,0,431.59,0,1,"00000001",5478.7699949,1746581.90138
"4499",4499,"1935","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,1648.67,0,1,"00000027",12657.804966,6671936.86552
"4500",4500,"1935","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,887.247,0,1,"00000107",9996.68350803,3590560.68276
"4501",4501,"1935","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,6.29879,0,1,"00000011",599.440410784,25490.3085576
"4502",4502,"1935","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,5.33341,0,1,"00000005",613.361207914,21583.5327868
"4503",4503,"1935","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,157.175,0,1,"00000115",4105.7726909,636066.242814
"4504",4504,"1935","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,365.65,0,1,"00000036",6622.60717365,1479733.55199
"4505",4505,"1935","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,1069.29,0,1,"00000038",10074.7729944,4327246.60226
"4506",4506,"1935","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,11.8686,0,1,"00000018",885.4802377,48030.5187483
"4507",4507,"1935","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,519.784,0,1,"00000034",6777.23842102,2103493.2809
"4508",4508,"1944","CA","USF","SNF",NA,"00000000",NA,NA,14,NA,0,139.652,0,1,"00000003",3217.09002612,565152.696097
"4509",4509,"1944","CA","USF","SNF",NA,"00000000",NA,NA,9,NA,0,92.6785,0,1,"00000004",2640.96572881,375056.647093
"4510",4510,"1944","CA","USF","SNF",NA,"00000000",NA,NA,14,NA,0,157.009,0,1,"00000005",3221.2653971,635394.150545
"4511",4511,"1944","CA","USF","SNF",NA,"00000000",NA,NA,1,NA,0,185.405,0,1,"00000006",3635.7749796,750305.801845
"4512",4512,"1944","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,158.962,0,1,"00000203",5148.59856991,643297.325451
"4513",4513,"1944","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,23.0199,0,1,"00000369",1200.54162237,93158.3959637
"4514",4514,"1944","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,287.579,0,1,"00000445",4615.51701449,1163791.05424
"4515",4515,"1944","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,305.466,0,1,"00000008",6045.21915449,1236176.55212
"4516",4516,"1944","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,224.987,0,1,"00000096",4261.89355245,910488.322399
"4517",4517,"1944","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,485.222,0,1,"00000001",7180.37801297,1963622.6351
"4518",4518,"1944","CA","USF","LNF",NA,"00000000",NA,NA,14,NA,0,683.082,0,1,"00000092",8496.36347246,2764335.74415
"4519",4519,"1944","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,2371.08,0,1,"00000090",15749.8211525,9595433.39014
"4520",4520,"1944","CA","USF","LNF",NA,"00000000",NA,NA,14,NA,0,599.045,0,1,"00000032",8668.22949351,2424250.94339
"4521",4521,"1944","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,26.2844,0,1,"00000010",1886.19576066,106369.079688
"4522",4522,"1944","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,86.597,0,1,"00000040",2423.12635823,350445.476058
"4523",4523,"1944","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,5.26124,0,1,"00000011",615.083875839,21291.5013793
"4524",4524,"1944","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,844.839,0,1,"00000062",14212.0748916,3418943.35109
"4525",4525,"1944","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,715.092,0,1,"00000007",8127.13764072,2893873.4984
"4526",4526,"1944","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,49.7079,0,1,"00000064",2012.13131746,201160.547417
"4527",4527,"1944","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,33.565,0,1,"00000069",1919.17940145,135832.65796
"4528",4528,"1917","CA","USF","SRF","SOMES BAR","00000000",1917-07-17,NA,5,NA,0,69.7058,0,1,"00200098",1885.17433006,282089.54051
"4529",4529,"1917","CA","USF","SRF","FERRIS GULCH","00000000",1917-08-08,NA,14,NA,0,3.98304,0,1,"00200104",450.634097408,16118.781507
"4530",4530,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,19.9158,0,1,"00301040",1007.66132324,80596.5245593
"4531",4531,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,3.98309,0,1,"00301041",450.63633895,16118.9956491
"4532",4532,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,637.3,0,1,"00301043",5700.1723576,2579060.44648
"4533",4533,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,11.9494,0,1,"00301044",780.528910489,48357.6156027
"4534",4534,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,14.9366,0,1,"00301045",872.653359297,60446.2413682
"4535",4535,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,298.735,0,1,"00301046",3902.64752907,1208939.59769
"4536",4536,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,6.97051,0,1,"00301047",596.140255833,28208.6599551
"4537",4537,"1917","CA","USF","SRF",NA,"00000000",1917-08-01,NA,14,NA,0,2.98721,0,1,"00301048",390.255248261,12088.7919796
"4538",4538,"1917","CA","USF","SRF",NA,"00000000",1917-08-30,NA,14,NA,0,99.5763,0,1,"00301050",2253.17026579,402970.840255
"4539",4539,"1917","CA","USF","SRF",NA,"00000000",1917-10-28,NA,14,NA,0,89.6185,0,1,"00301051",2137.543587,362673.237604
"4540",4540,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,50.2977,0,1,"00000039",1723.96299121,203547.765292
"4541",4541,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,278.097,0,1,"00000040",5685.79363672,1125418.95226
"4542",4542,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,3461.46,0,1,"00000003",15050.2263993,14008033.4532
"4543",4543,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,45.6541,0,1,"00000033",1604.57485723,184755.616781
"4544",4544,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,5.72852,0,1,"00000009",590.840526249,23182.4866367
"4545",4545,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,628.88,0,1,"00000026",6838.10409127,2544986.32573
"4546",4546,"1927","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,1750.78,0,1,"00000012",15432.8475074,7085164.95758
"4547",4547,"1927","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,1364.09,0,1,"00000069",9328.9909969,5520272.8532
"4548",4548,"1944","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,223.487,0,1,"00000506",4210.03571998,904419.274593
"4549",4549,"1944","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,120.29,0,1,"00000507",3134.86160497,486796.889712
"4550",4550,"1944","CA","USF","SHF",NA,"00000000",NA,NA,1,NA,0,4627.73,0,1,"00000632",22191.7067525,18727772.2109
"4551",4551,"1944","CA","USF","SHF",NA,"00000000",NA,NA,1,NA,0,121.983,0,1,"00000510",3685.19053085,493649.581724
"4552",4552,"1944","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,107.756,0,1,"00000069",3015.45187155,436072.83625
"4553",4553,"1944","CA","CDF","TGU","WRIGHT","00000000",1944-08-02,NA,14,NA,0,646.05,0,1,"00000112",7112.24707312,2614471.13323
"4554",4554,"1944","CA","CDF","TGU","NORTH MILL CREEK","00000000",1944-06-24,NA,14,NA,0,1020.13,0,1,"00000059",9299.84252237,4128329.17838
"4555",4555,"1944","CA","CDF","TGU","RATTLESNAKE","00000000",1944-06-08,NA,14,NA,0,348.979,0,1,"00000036",4600.21716575,1412268.6192
"4556",4556,"1944","CA","USF","SHF",NA,"00000000",NA,NA,9,NA,0,9372.17,0,1,"00000070",33337.0901892,37927832.421
"4557",4557,"1944","CA","USF","PNF",NA,"00000000",NA,NA,14,NA,0,715.779,0,1,"00000001",10338.2283402,2896655.88526
"4558",4558,"1944","CA","USF","SNF",NA,"00000000",NA,NA,9,NA,0,1238.77,0,1,"00000001",11570.1648975,5013105.88604
"4559",4559,"1944","CA","USF","SNF",NA,"00000000",NA,NA,14,NA,0,66.9269,0,1,"00000002",2347.99171811,270843.693887
"4560",4560,"1951","CA","CDF","LMU","WILLOW CREEK","00000000",1951-09-12,NA,9,NA,0,1829.61,0,1,"00000031",11718.8360856,7404156.63587
"4561",4561,"1951","CA","CDF","NEU","WIZWELL","00000000",1951-07-22,NA,14,NA,0,1049.8,0,1,"00000071",14030.5812927,4248374.90737
"4562",4562,"1951","CA","CDF","MEU","WM. HAPPY","00000000",1951-09-08,NA,14,NA,0,2591.99,0,1,"00000270",12810.3349762,10489415.9324
"4563",4563,"1951","CA","CDF","LNU","WOLF RIDGE","00000000",1951-08-19,NA,14,NA,0,879.71,0,1,"00000011",10654.8108028,3560061.24304
"4564",4564,"1951","CA","CDF","LNU","WRAGG CANYON","00000000",1951-09-11,NA,14,NA,0,1178.35,0,1,"00000137",15423.7032599,4768628.51501
"4565",4565,"1951","CA","CDF","MMU","ARNOLD SALLABERRY","00000000",1951-06-04,NA,14,NA,0,367.533,0,1,"00000106",5518.91251563,1487354.61601
"4566",4566,"1951","CA","CDF","MMU","BATES","00000000",1951-05-28,NA,14,NA,0,140.07,0,1,"00000088",3545.67007043,566844.553578
"4567",4567,"1952","CA","CDF","BDU","EAST","00000000",1952-08-24,NA,14,NA,0,546.008,0,1,"00000452",6671.80141293,2209617.7426
"4568",4568,"1952","CA","CDF","SLU","BONNHEIM","00000000",1952-07-23,NA,14,NA,0,402.455,0,1,"00000079",6879.61463915,1628678.22726
"4569",4569,"1952","CA","CDF","SLU","BONNHEIM #2","00000000",1952-09-24,NA,14,NA,0,515.074,0,1,"00000133",5902.42551173,2084428.68495
"4570",4570,"1952","CA","CDF","SLU","HEILMAN","00000000",1952-08-31,NA,14,NA,0,463.497,0,1,"00000119",8037.04784513,1875704.76521
"4571",4571,"1952","CA","CDF","SLU","HOUCHIN","00000000",1952-05-15,NA,14,NA,0,421.697,0,1,"00000021",7162.13460876,1706548.21609
"4572",4572,"1952","CA","CDF","BEU","JOSHUA CREEK","00000000",1952-10-03,NA,14,NA,0,2617.76,0,1,"00000137",20122.638508,10593709.8928
"4573",4573,"1952","CA","CDF","BEU","LA MANCCHIA","00000000",1952-08-16,NA,14,NA,0,1324.03,0,1,"00000104",18678.9756276,5358150.73162
"4574",4574,"1952","CA","CDF","BEU","MELENDY","00000000",1952-10-01,NA,14,NA,0,4484.63,0,1,"00000074",20287.0183361,18148666.3358
"4575",4575,"1952","CA","CDF","BEU","SHIRTTAIL CANYON","00000000",1952-08-24,NA,14,NA,0,658.372,0,1,"00000114",10390.6816474,2664338.38068
"4576",4576,"1952","CA","CDF","FKU","FREEMAN","00000000",1952-08-17,NA,14,NA,0,136.07,0,1,"00000010",3293.11350251,550653.880765
"4577",4577,"1952","CA","CDF","FKU","MURIETTA","00000000",1952-07-07,NA,14,NA,0,327.772,0,1,"00000609",4724.59288549,1326444.37183
"4578",4578,"1953","CA","CDF","LMU","HALLELUJAH BLM #6","00000000",1953-09-15,NA,14,NA,0,961.219,0,1,"00000065",10244.1949428,3889913.9597
"4579",4579,"1953","CA","CDF","TCU","HIGH MTN.","00000000",1953-07-16,NA,14,NA,0,556.459,0,1,"00000032",7383.28435518,2251910.97074
"4580",4580,"1953","CA","CDF","TCU","INDIAN CREEK","00000000",1953-09-10,NA,14,NA,0,331.364,0,1,"00000069",5293.27436637,1340984.20486
"4581",4581,"1953","CA","CDF","MMU","INDIAN PEAK","00000000",1953-07-24,NA,14,NA,0,1854.55,0,1,"00000031",15488.6388696,7505095.83853
"4582",4582,"1953","CA","CDF","LNU","J. TUTEUR","00000000",1953-10-08,NA,14,NA,0,186.847,0,1,"00000227",3417.34403668,756143.193784
"4583",4583,"1953","CA","CDF","LNU","L. ANDERSON","00000000",1953-07-10,NA,14,NA,0,418.761,0,1,"00000001",5179.93919662,1694667.48545
"4584",4584,"1953","CA","CDF","LNU","L.V. & J.D. MOSSMAN","00000000",1953-06-17,NA,14,NA,0,548.306,0,1,"0000001G",7613.79362288,2218914.61267
"4585",4585,"1953","CA","CDF","LNU","LEON ETCHEPARE","00000000",1953-10-20,NA,14,NA,0,805.123,0,1,"0000008C",7910.65953145,3258218.0852
"4586",4586,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,166.133,0,1,"00000000",3401.09716948,672317.763982
"4587",4587,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,8355.29,0,1,"00000000",46601.7433057,33812679.2009
"4588",4588,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,157.088,0,1,"00000000",3000.34402484,635712.418529
"4589",4589,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,246.693,0,1,"00000000",3918.92972263,998329.307487
"4590",4590,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,504.619,0,1,"00000000",5463.15204324,2042120.81191
"4591",4591,"1913","CA","CCO","LAC",NA,"00000000",1913-08-03,NA,14,NA,0,180.263,0,1,"00000000",3373.07603436,729498.967681
"4592",4592,"1913","CA","CCO","LAC",NA,"00000000",1913-09-13,NA,14,NA,0,2727.31,0,1,"00000000",14786.4956969,11037040.9457
"4593",4593,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,323.047,0,1,"00000000",4200.86332829,1307325.7514
"4594",4594,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,534.019,0,1,"00000000",5578.89734256,2161098.0109
"4595",4595,"1913","CA","CCO","LAC",NA,"00000000",1913-06-04,NA,14,NA,0,185.587,0,1,"00000000",3437.01981096,751043.642829
"4596",4596,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,225.066,0,1,"00000000",3591.130069,910808.296291
"4597",4597,"1913","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,142.442,0,1,"00000000",2870.08655262,576441.683641
"4598",4598,"1913","CA","CCO","LAC",NA,"00000000",1913-06-30,NA,14,NA,0,527.075,0,1,"00000000",6945.81465965,2132995.51384
"4599",4599,"1913","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,631.945,0,1,"00000207",7470.96349763,2557390.05333
"4600",4600,"1913","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,605.756,0,1,"00000051",6437.80833595,2451406.98606
"4601",4601,"1913","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,1120.87,0,1,"00000055",10393.5605529,4535984.73153
"4602",4602,"1913","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,588.218,0,1,"00000038",6244.68654659,2380432.9777
"4603",4603,"1913","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,73.8729,0,1,"00000013",1981.31015218,298953.02179
"4604",4604,"1914","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,201.267,0,1,"00000211",3297.87834784,814500.51263
"4605",4605,"1914","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,189.333,0,1,"00000212",3844.08121966,766202.343774
"4606",4606,"1914","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,45.3576,0,1,"00000000",1617.78159651,183555.78573
"4607",4607,"1914","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,442.499,0,1,"00000016",4886.25194488,1790728.69258
"4608",4608,"1915","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,52.5695,0,1,"00000000",1731.87556901,212741.254124
"4609",4609,"1915","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,74.5271,0,1,"00000000",2019.33164907,301600.398531
"4610",4610,"1915","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,111.841,0,1,"00000000",2634.03478962,452603.934373
"4611",4611,"1915","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,40.1938,0,1,"00000000",1616.27601317,162658.411268
"4612",4612,"1915","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,346.37,0,1,"00000000",4999.10561701,1401710.11568
"4613",4613,"1920","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,262.405,0,1,"00000231",5276.77809102,1061915.76848
"4614",4614,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,7499.07,0,1,"00002257",28449.9746215,30347649.2732
"4615",4615,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,7671.83,0,1,"00000010",25701.1799367,31046779.2028
"4616",4616,"1920","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,319.217,0,1,"00000082",4950.94948701,1291824.56432
"4617",4617,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,470.79,0,1,"00000050",5376.81624961,1905218.01479
"4618",4618,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,316.018,0,1,"00000054",4950.05486145,1278878.79119
"4619",4619,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,8412.42,0,1,"00000046",27922.6107256,34043847.8219
"4620",4620,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,2673.02,0,1,"00000047",15063.9194202,10817310.3366
"4621",4621,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,295.53,0,1,"00000028",4261.23433133,1195968.43267
"4622",4622,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,9963.21,0,1,"00000045",28175.7776921,40319684.0021
"4623",4623,"1920","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,295.624,0,1,"00000026",4262.50234833,1196349.52181
"4624",4624,"1920","CA","USF","LNF",NA,"00000000",NA,NA,14,NA,0,201.851,0,1,"00000078",3775.61576896,816862.747397
"4625",4625,"1920","CA","USF","LNF",NA,"00000000",NA,NA,1,NA,0,219.196,0,1,"00000002",3623.36801561,887053.889718
"4626",4626,"1920","CA","USF","KNF",NA,"00000000",NA,NA,14,NA,0,418.922,0,1,"00000000",5950.23257242,1695318.3349
"4627",4627,"1921","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,949.588,0,1,"00000000",7754.56205537,3842845.71896
"4628",4628,"1921","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,1088.71,0,1,"00000000",9270.48938234,4405844.98902
"4629",4629,"1921","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,274.076,0,1,"00000000",4477.24736382,1109147.60411
"4630",4630,"1921","CA","CDF","RRU",NA,"00000000",NA,NA,14,NA,0,485.971,0,1,"00000000",6242.7105241,1966654.07781
"4631",4631,"1921","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,1854.08,0,1,"00000000",14749.5661647,7503179.7834
"4632",4632,"1921","CA","CCO","LAC",NA,"00000000",NA,NA,14,NA,0,3338.81,0,1,"00000000",26881.2355826,13511702.5067
"4633",4633,"1921","CA","CCO","LAC","CHARLIE CYN","00000000",1921-09-28,NA,14,NA,0,4581.24,0,1,"00000000",25731.6999472,18539616.0017
"4634",4634,"1922","CA","USF","LPF",NA,"00000000",NA,NA,14,NA,0,178.161,0,1,"00000010",3201.06720565,720992.081622
"4635",4635,"1922","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,1949.37,0,1,"00000009",11149.4061998,7888830.65856
"4636",4636,"1922","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,12545.4,0,1,"00000012",30098.1647229,50769476.7908
"4637",4637,"1922","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,474.65,0,1,"00000025",5297.95585352,1920839.82109
"4638",4638,"1922","CA","USF","LPF",NA,"00000000",NA,NA,9,NA,0,170.638,0,1,"00000015",3675.76170913,690547.900584
"4639",4639,"1922","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,57.3121,0,1,"00000018",2326.04724937,231933.893926
"4640",4640,"1922","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,597.495,0,1,"00000019",8749.45387179,2417975.39936
"4641",4641,"1922","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,150.789,0,1,"00000004",3755.80144982,610221.508901
"4642",4642,"1922","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,74.4498,0,1,"00000000",2470.21389881,301287.458206
"4643",4643,"1922","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,19326,0,1,"00000000",52095.0590929,78209400.4341
"4644",4644,"1922","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,515.402,0,1,"00000088",8662.68275644,2085759.09455
"4645",4645,"1922","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,1085.35,0,1,"00000001",10075.2042584,4392245.73154
"4646",4646,"1922","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,864.968,0,1,"00000090",8277.43478584,3500402.4142
"4647",4647,"1922","CA","USF","LNF",NA,"00000000",NA,NA,9,NA,0,2011.61,0,1,"00000094",12703.9555753,8140681.77228
"4648",4648,"1922","CA","USF","MNF","BOARDMAN RIDGE","00000000",NA,NA,9,NA,0,1812.32,0,1,"00000027",13458.7756371,7334204.6877
"4649",4649,"1922","CA","USF","MNF","GRINDSTONE","00000000",NA,NA,9,NA,0,39805.6,0,1,"00000025",67262.0211019,161087492.161
"4650",4650,"1922","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,10.5574,0,1,"00000015",811.30905206,42724.2517165
"4651",4651,"1955","CA","CCO","LAC",NA,"00000000",1955-08-14,NA,14,NA,0,537.801,0,1,"00000000",6930.85137465,2176403.46834
"4652",4652,"1955","CA","CCO","LAC",NA,"00000000",1955-08-21,NA,14,NA,0,201.894,0,1,"00000000",4198.05386204,817035.169298
"4653",4653,"1955","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,254.309,0,1,"00000027",5795.29858957,1029153.72495
"4654",4654,"1955","CA","USF","SQF",NA,"00000000",NA,NA,1,NA,0,47.6896,0,1,"00000038",1753.24815949,192992.811354
"4655",4655,"1955","CA","CDF","LMU","HOWARDS GULCH","00000000",1955-08-04,NA,9,NA,0,515.304,0,1,"00000014",11398.5279296,2085361.71658
"4656",4656,"1917","CA","USF","CNF",NA,"00000000",NA,NA,1,NA,0,116.907,0,1,"00000098",3051.75366725,473105.934752
"4657",4657,"1917","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,46.1876,0,1,"00000100",1717.66004275,186914.598221
"4658",4658,"1917","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,122.104,0,1,"00000118",3251.88840268,494138.245294
"4659",4659,"1917","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,297.038,0,1,"00000117",5469.08866435,1202069.5796
"4660",4660,"1917","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,141.291,0,1,"00000010",2822.88249696,571783.029677
"4661",4661,"1917","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,10736.2,0,1,"00000009",33275.9608867,43447849.2842
"4662",4662,"1917","CA","USF","CNF",NA,"00000000",NA,NA,14,NA,0,5623.69,0,1,"00000011",28746.9843712,22758276.8587
"4663",4663,"1917","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,588.11,0,1,"00000000",5884.11462327,2379998.46532
"4664",4664,"1917","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,30.1135,0,1,"00000000",1349.55893331,121864.933387
"4665",4665,"1917","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,101.659,0,1,"00000000",2677.03976325,411397.352558
"4666",4666,"1917","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,123.873,0,1,"00000000",2755.6091887,501296.501184
"4667",4667,"1917","CA","USF","BDF",NA,"00000000",NA,NA,14,NA,0,76.4995,0,1,"00000000",2168.74067906,309582.472387
"4668",4668,"1994","CA","USF","SRF",NA,"00000000",1994-09-25,1994-09-25,7,NA,5,4.97903,8,1,"00000110",503.835330995,20149.4131209
"4669",4669,"1994","CA","USF","KNF","SPECIMEN","00000000",1994-09-18,1994-10-12,1,NA,7015,8378.06,8,1,"00000170",29015.7659874,33904807.8451
"4670",4670,"1994","CA","USF","MNF","SUGARFOOT","00000000",1994-08-27,1994-09-10,3,NA,2778,3033.23,8,1,"00000011",16403.4579978,12275031.1495
"4671",4671,"1929","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,107.322,0,1,"00000052",2680.74611906,434314.791986
"4672",4672,"1929","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,354.218,0,1,"00000023",5918.79281711,1433469.27281
"4673",4673,"1929","CA","USF","SQF",NA,"00000000",NA,NA,9,NA,0,1479.63,0,1,"00000027",17755.3698952,5987868.68198
"4674",4674,"1929","CA","USF","CNF",NA,"00000000",NA,NA,9,NA,0,30494.4,0,1,"00000115",65592.2618954,123406346.355
"4675",4675,"1929","CA","USF","SRF","HOPKINS RIDGE #5","00000000",1929-08-24,NA,5,NA,0,2.98724,0,1,"00200244",390.257876805,12088.9462206
"4676",4676,"1929","CA","USF","SRF","HOPKINS RIDGE #13","00000000",1929-08-24,NA,5,NA,0,9.95772,0,1,"00200252",712.518457513,40297.4423555
"4677",4677,"1929","CA","USF","SRF","HOPKINS RIDGE #14","00000000",1929-08-24,NA,5,NA,0,6.97025,0,1,"00200253",596.129290769,28207.6003891
"4678",4678,"1929","CA","USF","SRF","BROWNS CREEK #4","00000000",1929-08-28,NA,5,NA,0,8.96188,0,1,"00200265",675.952340578,36267.4589827
"4679",4679,"1929","CA","USF","SRF","S.F. RED CAP #2","00000000",1929-08-28,NA,5,NA,0,6.97038,0,1,"00200266",596.134788089,28208.1177356
"4680",4680,"1929","CA","USF","SRF","WILSON CREEK #2","00000000",1929-09-09,NA,5,NA,0,3.48528,0,1,"00200269",421.536681467,14104.435704
"4681",4681,"1929","CA","USF","SRF","WILSON CREEK #3","00000000",1929-09-09,NA,5,NA,0,16.9281,0,1,"00200270",929.010577245,68505.6427139
"4682",4682,"1929","CA","USF","SRF","N.F. BOISE CREEK","00000000",1929-09-13,NA,5,NA,0,318.653,0,1,"00200271",4030.65358671,1289543.27895
"4683",4683,"1929","CA","USF","SRF","TEE CREEK #2","00000000",1929-09-15,NA,5,NA,0,194.18,0,1,"00200272",3146.43435871,785818.029737
"4684",4684,"1929","CA","USF","SRF","RATTLE SNAKE RIDGE","00000000",1929-11-03,NA,5,NA,0,19.9156,0,1,"00200277",1007.65690783,80595.4529225
"4685",4685,"1929","CA","USF","SRF","PECWAN CREEK","00000000",1929-09-27,NA,5,NA,0,5449.21,0,1,"00200276",22820.8859675,22052175.0785
